"Rootcrops: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December","2025 January","2025 February","2025 March","2025 April","2025 May","2025 June","2025 July","2025 August","2025 September","2025 October","2025 November","2025 December"
"....City of Iloilo","CARROT, 1 KG",215.78,187.71,145.61,110.52,97.37,96.49,100.00,127.50,128.75,132.00,151.92,144.42,138.92,120.58,144.92,137.00,114.08,109.92,117.00,151.33,174.42,181.08,186.33,158.42,145.92,123.83,115.83,115.83,101.58,117.83,178.67,255.50,203.67,204.92,224.08,184.92,149.08,159.17,154.25,139.25,130.50,152.58,201.92,210.33,168.33,192.92,231.67,230.25,231.33,173.58,141.83,130.83,139.17,141.00,155.17,267.83,.,.,.,.
"....City of Iloilo","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Iloilo","RADDISH (LABANOS), 1 KG",78.49,68.36,65.83,63.30,64.57,70.90,70.90,74.80,74.80,79.80,84.50,93.58,100.67,85.67,75.67,68.17,77.33,85.50,88.25,81.17,82.00,81.17,93.33,106.17,108.50,107.00,99.50,99.50,102.00,123.67,107.83,111.17,124.50,115.50,112.17,120.50,113.83,102.00,93.42,93.83,102.17,117.58,117.17,104.67,97.17,125.08,158.00,114.83,120.33,121.08,116.83,113.50,115.17,122.25,121.00,126.25,.,.,.,.
"....City of Iloilo","POTATO, 1 KG",158.12,159.77,125.18,100.47,85.65,84.00,84.00,97.67,96.92,107.33,125.92,130.58,132.67,112.08,103.08,96.17,99.67,96.92,101.92,99.83,98.17,103.17,141.17,167.50,190.67,178.00,151.50,151.50,127.75,132.75,148.17,173.00,188.92,218.50,233.25,208.67,188.25,172.67,167.58,164.67,155.92,174.67,166.75,151.75,132.42,128.50,146.83,167.67,177.67,191.67,163.33,141.67,143.00,141.75,140.08,149.00,.,.,.,.
"....City of Iloilo","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Iloilo","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..Negros Island Region (NIR)","CARROT, 1 KG",112.81,129.14,122.15,115.46,95.18,101.80,89.79,95.42,104.88,114.89,118.96,128.69,131.25,129.85,123.35,110.21,109.90,106.81,106.92,115.21,132.29,139.27,160.21,164.43,152.19,135.52,120.94,101.81,109.53,120.00,140.94,181.10,159.64,145.73,159.11,148.06,146.15,134.48,122.19,116.10,121.67,125.52,145.73,213.54,151.46,144.51,168.91,175.26,190.84,162.87,131.88,122.40,123.33,111.10,127.08,163.96,.,.,.,.
"..Negros Island Region (NIR)","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..Negros Island Region (NIR)","RADDISH (LABANOS), 1 KG",57.60,54.48,57.60,52.93,54.48,57.60,56.04,56.67,65.21,71.92,75.42,74.79,86.38,93.48,87.46,88.04,88.54,81.00,79.69,83.42,79.67,79.25,81.15,80.00,85.21,88.13,81.23,79.67,60.00,68.86,70.63,78.75,78.96,81.46,76.04,79.38,78.54,71.67,71.04,70.84,76.25,83.54,84.38,76.04,68.23,74.79,87.71,104.07,94.59,80.71,82.29,78.89,72.61,77.19,77.71,92.92,.,.,.,.
"..Negros Island Region (NIR)","POTATO, 1 KG",99.60,104.68,99.69,83.93,76.62,75.17,75.50,78.73,82.28,91.97,98.08,103.86,111.51,98.65,95.30,96.29,92.09,90.21,94.59,92.81,93.28,96.15,104.95,129.01,167.87,171.30,156.62,139.46,125.37,120.68,121.67,143.28,155.17,173.08,187.19,177.50,171.56,154.79,150.99,143.70,146.04,145.89,148.60,142.61,132.08,124.69,130.99,134.22,151.67,159.74,160.26,141.41,128.91,112.71,114.53,120.73,.,.,.,.
"..Negros Island Region (NIR)","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..Negros Island Region (NIR)","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Occidental","CARROT, 1 KG",93.03,115.99,109.95,112.37,82.16,91.83,72.50,85.00,98.75,104.38,119.00,121.50,133.00,160.63,153.38,128.75,113.75,105.75,108.75,108.00,128.00,130.50,160.75,184.75,180.00,153.75,135.00,89.75,108.13,115.00,132.50,175.88,158.38,148.25,150.00,143.50,147.00,137.50,139.50,127.63,121.50,118.75,127.50,236.25,168.75,163.75,182.50,184.38,213.13,164.13,135.75,136.25,132.50,110.13,140.50,174.50,.,.,.,.
"....Negros Occidental","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Occidental","RADDISH (LABANOS), 1 KG",51.39,48.61,51.39,47.22,48.61,51.39,50.00,51.25,63.75,72.50,79.50,78.25,97.25,98.88,88.50,93.25,93.00,88.25,87.13,88.50,86.00,86.00,85.13,83.50,92.25,97.25,90.38,87.25,66.50,74.13,77.25,91.00,84.75,77.25,76.50,78.75,78.75,72.50,75.25,70.00,74.50,80.75,85.75,81.25,73.13,73.75,101.25,114.38,103.50,95.25,97.25,92.13,86.38,87.63,83.25,104.50,.,.,.,.
"....Negros Occidental","POTATO, 1 KG",86.92,91.16,83.21,69.43,64.13,66.25,66.25,71.25,83.38,96.75,112.00,119.25,122.38,117.50,114.88,126.75,106.38,105.75,106.88,101.75,99.25,99.25,105.38,123.38,162.75,189.38,196.25,145.75,141.88,135.25,131.88,154.38,173.75,178.75,181.25,177.50,176.00,166.25,162.50,156.25,167.50,148.13,157.50,157.50,142.50,137.50,151.25,141.25,145.00,166.88,172.88,167.00,144.38,122.50,126.75,146.25,.,.,.,.
"....Negros Occidental","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Occidental","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Oriental","CARROT, 1 KG",110.00,120.00,108.75,88.75,88.75,83.75,85.00,85.00,93.75,95.00,95.00,126.25,112.50,96.25,90.00,83.75,90.00,93.75,87.50,107.50,122.50,127.50,162.50,150.00,116.25,112.50,97.50,76.25,98.75,100.00,107.50,171.25,160.00,118.75,167.50,123.75,121.25,112.50,98.75,93.75,102.50,112.50,136.25,197.50,111.25,122.63,152.50,171.25,185.63,158.75,110.00,106.25,100.00,96.25,96.25,145.00,.,.,.,.
"....Negros Oriental","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Oriental","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Oriental","POTATO, 1 KG",79.69,87.36,86.18,70.83,67.29,63.75,63.75,70.00,70.00,71.88,71.88,85.00,88.75,82.50,75.00,73.75,75.63,78.75,84.38,80.00,81.88,88.13,95.00,128.75,132.50,137.50,110.00,105.00,106.25,95.63,101.88,133.75,123.75,156.25,188.75,171.25,158.75,135.00,133.75,125.00,117.50,131.25,126.88,117.50,105.00,113.75,108.75,120.00,146.25,160.00,155.00,113.75,106.25,98.75,100.00,101.25,.,.,.,.
"....Negros Oriental","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Oriental","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","CARROT, 1 KG",122.01,123.25,120.76,108.31,98.35,107.06,103.33,113.33,118.33,133.33,135.00,133.33,136.67,123.33,110.00,100.00,108.33,111.67,120.00,121.67,140.00,158.75,163.75,148.13,147.50,141.25,133.75,123.75,137.50,145.00,161.25,192.50,133.75,143.75,161.25,162.50,172.50,161.25,127.50,131.25,140.00,147.50,187.50,208.75,160.00,132.50,173.13,180.00,185.00,182.50,168.75,141.25,157.50,143.75,151.25,185.00,.,.,.,.
"....Siquijor","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","POTATO, 1 KG",113.28,115.91,115.91,100.77,87.60,80.35,81.67,83.33,84.17,93.33,102.50,106.67,121.67,104.17,93.33,90.00,93.33,91.67,101.67,95.83,100.00,101.88,115.00,140.00,159.38,162.50,149.38,136.25,131.25,130.00,127.50,141.25,150.00,175.63,190.00,176.25,180.00,161.25,151.88,149.38,142.50,148.75,157.50,150.00,142.50,121.25,128.13,133.13,168.75,172.50,166.25,146.88,143.75,128.75,121.88,111.25,.,.,.,.
"....Siquijor","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Bacolod","CARROT, 1 KG",126.18,157.32,149.13,152.41,111.44,124.55,98.33,98.33,108.67,126.83,126.83,133.67,142.83,139.17,140.00,128.33,127.50,116.08,111.42,123.67,138.67,140.33,153.83,174.83,165.00,134.58,117.50,117.50,93.75,120.00,162.50,184.75,186.42,172.17,157.67,162.50,143.83,126.67,123.00,111.75,122.67,123.33,131.67,211.67,165.83,159.17,167.50,165.42,179.58,146.08,113.00,105.83,103.33,94.25,120.33,151.33,.,.,.,.
"....City of Bacolod","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Bacolod","RADDISH (LABANOS), 1 KG",63.80,60.35,63.80,58.63,60.35,63.80,62.08,62.08,66.67,71.33,71.33,71.33,75.50,88.08,86.42,82.83,84.08,73.75,72.25,78.33,73.33,72.50,77.17,76.50,78.17,79.00,72.08,72.08,53.50,63.58,64.00,66.50,73.17,85.67,75.58,80.00,78.33,70.83,66.83,71.67,78.00,86.33,83.00,70.83,63.33,75.83,74.17,93.75,85.67,66.17,67.33,65.64,58.83,66.75,72.17,81.33,.,.,.,.
"....City of Bacolod","POTATO, 1 KG",118.51,124.29,113.46,94.67,87.44,90.33,90.33,90.33,91.58,105.92,105.92,104.50,113.25,90.42,98.00,94.67,93.00,84.67,85.42,93.67,92.00,95.33,104.42,123.92,216.83,195.83,170.83,170.83,122.08,121.83,125.42,143.75,173.17,181.67,188.75,185.00,171.50,156.67,155.83,144.17,156.67,155.42,152.50,145.42,138.33,126.25,135.83,142.50,146.67,139.58,146.92,138.00,121.25,100.83,109.50,124.17,.,.,.,.
"....City of Bacolod","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Bacolod","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","CARROT, 1 KG",116.84,119.37,113.47,95.27,90.70,98.20,96.36,84.54,86.33,88.50,102.71,100.67,110.50,95.00,79.29,78.96,86.71,84.75,81.71,90.62,108.46,131.67,133.77,106.92,90.92,88.28,89.62,84.04,101.04,99.88,134.18,147.33,102.08,105.36,152.88,139.63,142.08,102.17,87.37,89.00,99.96,106.75,167.13,162.46,118.88,110.83,128.67,139.17,144.13,135.67,110.29,94.83,99.25,99.92,139.83,181.09,.,.,.,.
"..VII - Central Visayas","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","POTATO, 1 KG",106.62,111.18,108.01,94.09,89.24,81.63,77.51,76.23,75.92,82.69,85.69,91.67,102.92,88.00,78.18,80.00,79.92,81.58,82.21,83.33,85.46,88.38,114.54,132.38,159.00,147.54,127.00,117.33,112.75,106.56,113.58,128.67,134.08,168.71,204.33,180.71,164.25,136.88,137.71,136.46,131.66,139.04,142.79,134.33,108.92,102.25,109.54,128.79,161.58,161.88,141.67,114.21,101.96,97.50,103.32,114.33,.,.,.,.
"..VII - Central Visayas","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","CARROT, 1 KG",112.77,119.47,113.33,101.60,91.55,93.78,98.81,100.63,102.50,105.00,109.38,113.75,133.75,113.75,91.25,90.00,106.88,102.50,105.00,104.38,141.88,153.75,152.50,131.25,113.75,114.75,111.00,100.63,110.63,118.13,148.13,178.75,120.00,121.38,161.88,158.13,170.00,116.25,103.75,105.00,120.63,126.88,169.38,184.38,168.13,151.25,145.00,156.25,145.63,140.00,114.38,102.50,101.25,101.25,139.38,170.63,.,.,.,.
"....Bohol","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","POTATO, 1 KG",128.18,124.59,124.00,103.03,100.04,97.16,86.25,84.38,92.50,103.13,108.13,107.50,115.00,97.50,98.75,100.00,108.75,101.25,106.25,110.00,116.25,103.13,121.88,145.63,186.25,183.13,171.25,148.75,143.75,120.63,142.50,145.00,152.50,158.13,236.25,200.63,190.00,163.13,152.50,150.00,147.88,154.38,165.63,162.50,131.25,126.25,129.38,141.88,142.50,161.88,132.50,133.13,115.63,111.25,110.00,110.00,.,.,.,.
"....Bohol","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","CARROT, 1 KG",126.17,127.76,121.51,100.29,96.86,106.31,102.50,95.00,91.25,100.00,116.25,106.25,126.25,106.25,95.63,98.13,92.50,98.75,86.88,102.50,110.00,130.00,141.25,111.25,100.00,91.25,97.50,92.50,110.00,105.00,153.63,133.75,107.50,107.50,168.75,150.00,146.25,101.25,85.63,86.25,97.50,106.88,166.25,173.75,113.75,108.75,135.00,146.25,152.50,140.00,106.25,97.50,103.75,101.25,122.50,167.50,.,.,.,.
"....Cebu","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","POTATO, 1 KG",110.72,117.93,113.76,100.47,94.65,85.03,82.38,78.75,75.00,78.75,91.25,100.00,116.25,98.75,77.50,87.50,82.50,87.50,80.63,82.50,81.88,93.75,122.50,136.25,178.75,152.50,130.00,121.25,116.25,110.00,111.25,117.50,127.50,166.25,193.75,181.25,156.25,128.75,134.38,135.63,128.75,137.50,145.00,132.50,102.50,102.50,107.50,123.75,156.25,157.50,147.50,106.25,98.75,98.75,95.50,103.13,.,.,.,.
"....Cebu","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","CARROT, 1 KG",119.91,121.42,115.48,95.32,92.06,101.04,97.42,66.67,77.50,75.42,96.67,83.33,85.83,77.50,52.50,72.50,78.33,68.33,55.83,77.08,91.25,107.08,110.00,77.92,62.50,65.42,69.58,62.50,103.33,83.75,87.50,135.00,92.50,100.83,172.08,147.50,148.33,106.67,78.33,86.67,94.17,100.00,169.17,155.00,108.33,100.83,125.00,145.00,140.83,150.00,117.50,95.00,108.33,108.33,145.83,202.50,.,.,.,.
"....City of Cebu","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","POTATO, 1 KG",100.90,107.47,103.67,91.56,86.26,77.50,75.08,74.67,68.75,77.83,63.67,75.83,83.33,70.42,58.83,63.33,49.17,55.00,64.17,63.33,69.17,76.67,84.17,105.83,110.00,120.42,98.75,96.67,99.17,89.25,93.33,129.17,131.67,175.00,200.83,182.50,150.83,115.00,125.00,128.33,128.33,128.33,135.83,130.83,115.00,100.83,114.17,128.33,172.50,167.50,153.33,108.33,104.17,99.17,96.92,133.42,.,.,.,.
"....City of Cebu","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","CARROT, 1 KG",133.46,135.14,128.53,106.09,102.46,112.45,108.42,84.17,84.17,84.17,113.33,113.33,120.00,103.33,83.33,77.50,85.83,90.00,87.50,95.83,110.00,134.17,134.17,114.17,90.83,86.67,85.00,82.92,92.08,100.83,143.33,140.00,92.92,97.08,126.67,129.17,120.00,90.00,75.83,87.08,98.33,99.17,161.67,146.67,86.67,90.83,115.00,118.33,130.00,121.67,86.67,79.17,85.42,90.42,149.67,195.83,.,.,.,.
"....City of Lapu-lapu","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","POTATO, 1 KG",117.71,125.37,120.94,106.81,100.62,90.40,87.58,80.00,80.00,80.00,91.67,91.67,101.67,90.00,75.83,77.50,79.17,81.67,80.83,80.83,80.00,88.33,116.67,140.00,156.67,151.67,121.67,114.17,100.00,111.67,118.33,124.17,127.08,165.83,188.33,165.83,162.50,132.50,135.00,131.67,124.17,137.50,131.67,118.33,87.50,83.33,95.83,120.00,170.00,150.00,130.00,91.67,87.92,80.00,99.17,106.67,.,.,.,.
"....City of Lapu-lapu","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Mandaue","CARROT, 1 KG",91.91,93.07,88.52,73.06,70.56,77.44,74.67,76.25,76.25,77.92,77.92,86.67,86.67,74.17,73.75,56.67,70.00,64.17,73.33,73.33,89.17,133.33,130.91,100.00,87.50,83.33,85.00,81.67,89.17,91.67,138.33,149.17,97.50,100.00,135.00,113.33,125.83,96.67,93.33,80.00,89.17,100.83,169.17,152.50,117.50,102.50,123.33,130.00,151.67,126.67,126.67,100.00,97.50,98.33,141.75,169.00,.,.,.,.
"....City of Mandaue","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Mandaue","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Mandaue","POTATO, 1 KG",75.61,80.53,77.68,68.60,64.63,58.06,56.25,63.33,63.33,73.75,73.75,83.33,98.33,83.33,80.00,71.67,80.00,82.50,79.17,80.00,80.00,80.00,127.50,134.17,163.33,130.00,113.33,105.83,104.58,101.25,102.50,127.50,131.67,178.33,202.50,173.33,161.67,145.00,141.67,136.67,129.17,137.50,135.83,127.50,108.33,98.33,100.83,130.00,166.67,172.50,145.00,131.67,103.33,98.33,115.00,118.42,.,.,.,.
"....City of Mandaue","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
