"Condiments: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December","2025 January","2025 February","2025 March","2025 April","2025 May","2025 June","2025 July","2025 August","2025 September","2025 October","2025 November","2025 December"
"....Cavite","GINGER, LOOSE, 1 KG",162.92,162.92,166.84,139.37,140.78,142.19,131.52,141.25,138.75,128.13,133.75,123.75,140.00,136.88,121.88,110.00,111.25,124.38,118.75,115.00,112.50,132.50,131.88,136.63,130.00,116.63,104.38,98.13,105.63,120.00,116.88,123.13,136.25,137.50,165.00,147.50,150.00,151.25,141.25,163.75,210.00,252.50,252.50,237.50,228.75,210.00,203.75,208.75,192.50,186.25,192.25,185.00,199.75,201.88,193.75,202.50,.,.,.,.
"....Laguna","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Laguna","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,386.25,560.71,277.50,125.63,106.75,167.50,172.50,170.00,174.25,155.50,156.88,147.14,173.13,164.00,142.88,86.88,79.75,89.00,92.75,93.50,92.00,97.88,95.75,95.75,110.50,117.50,143.13,151.88,123.00,123.00,118.00,123.63,142.00,.,.,.,.
"....Laguna","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Laguna","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.24,139.50,137.50,115.75,108.25,106.38,107.00,111.38,117.00,140.00,145.00,147.50,147.50,148.75,152.00,133.25,134.50,174.50,183.25,197.50,213.00,201.75,210.50,242.50,202.75,211.75,205.50,196.75,184.25,187.75,224.25,221.75,229.25,.,.,.,.
"....Quezon","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,302.50,550.00,297.50,168.75,117.50,195.00,195.00,192.50,182.50,177.50,165.00,170.00,207.50,165.00,142.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,108.13,106.25,106.25,114.38,148.75,136.25,125.00,140.00,137.50,145.00,155.00,.,.,.,.
"....Quezon","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,281.67,518.63,293.75,139.75,126.00,173.13,164.38,164.88,168.00,155.38,136.75,143.00,160.00,156.75,113.88,87.50,86.25,90.00,109.38,108.13,102.50,100.63,104.38,104.00,107.00,141.25,166.75,129.25,112.63,128.88,133.63,138.63,159.88,.,.,.,.
"....Rizal","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","ONION RED CREOLE (BERMUDA RED), 1 KG",109.10,109.10,109.10,109.10,114.55,120.00,120.00,120.00,135.00,145.00,165.00,195.00,275.00,137.50,90.00,60.00,82.50,90.00,100.00,140.00,146.25,195.00,250.00,310.00,525.00,295.00,176.25,120.00,200.00,200.00,190.00,180.00,180.00,160.00,170.00,210.00,155.00,155.00,123.75,100.00,100.00,100.00,100.00,100.00,100.00,107.50,115.00,115.00,133.75,170.00,133.75,107.50,125.00,133.75,140.00,155.00,.,.,.,.
"....City of Lucena","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.00,120.00,110.00,100.00,100.00,100.00,100.00,100.00,120.00,120.00,120.00,136.00,144.00,144.00,144.00,144.00,144.00,144.00,147.00,230.00,201.00,232.00,234.00,280.00,280.00,246.00,191.00,178.00,167.00,178.00,192.00,186.00,204.00,.,.,.,.
"..MIMAROPA Region","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..MIMAROPA Region","ONION RED CREOLE (BERMUDA RED), 1 KG",176.17,136.63,134.82,115.97,106.67,107.47,117.19,125.65,129.15,142.90,151.83,182.20,214.02,159.72,121.97,97.76,86.75,99.42,107.25,131.47,148.58,195.17,220.58,301.22,437.38,317.83,200.54,154.74,177.38,188.28,211.69,215.98,208.40,196.48,189.30,213.69,198.73,174.02,137.15,118.03,114.11,117.73,121.20,126.09,125.06,124.88,132.22,137.26,144.47,159.55,168.88,139.97,136.43,140.72,148.22,160.05,.,.,.,.
"..MIMAROPA Region","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..MIMAROPA Region","GINGER, LOOSE, 1 KG",117.18,114.14,126.36,124.19,117.15,120.30,127.24,127.29,122.65,130.42,113.70,111.67,115.56,110.00,108.89,102.43,101.60,98.15,98.40,103.13,100.69,99.58,98.47,103.61,106.67,105.42,105.00,101.11,98.61,95.69,93.13,93.19,93.06,95.69,94.24,94.44,94.38,95.97,96.67,96.60,104.17,120.77,139.24,148.15,151.90,143.50,142.86,142.53,149.61,145.03,146.61,136.39,152.93,155.24,161.90,165.86,.,.,.,.
"....Marinduque","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","ONION RED CREOLE (BERMUDA RED), 1 KG",166.12,126.68,148.19,119.51,111.14,120.70,126.67,141.67,141.67,146.67,160.00,181.67,211.67,161.67,140.00,101.67,80.00,105.00,106.67,121.67,146.67,200.83,228.33,301.67,533.33,346.67,201.67,133.33,166.67,188.33,205.00,205.00,210.00,173.33,181.67,216.67,205.00,171.67,115.00,105.00,101.67,103.33,113.33,120.00,118.33,111.67,118.33,126.67,143.33,145.00,171.67,136.67,130.00,140.00,133.33,138.33,.,.,.,.
"....Marinduque","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","ONION RED CREOLE (BERMUDA RED), 1 KG",220.19,197.65,161.24,105.76,90.16,93.63,107.50,98.75,113.75,120.00,130.00,160.00,185.00,146.25,92.50,61.25,43.75,57.50,67.50,97.75,136.25,158.75,168.75,278.75,340.00,275.00,225.63,180.63,131.88,131.88,238.75,255.00,233.75,237.50,195.00,213.75,191.25,166.25,130.00,85.00,79.38,79.38,85.63,95.00,90.63,106.25,128.75,126.88,130.00,141.25,127.50,92.50,88.75,93.75,125.00,152.50,.,.,.,.
"....Occidental Mindoro","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","GINGER, LOOSE, 1 KG",106.69,114.67,127.33,137.60,136.50,137.60,134.21,135.00,133.33,141.67,86.67,85.00,85.00,78.33,76.67,70.00,68.33,71.67,68.33,75.00,73.33,76.25,72.50,83.75,85.00,81.25,80.00,67.50,57.50,57.50,53.13,53.75,53.75,56.25,55.63,55.00,54.38,56.25,58.75,54.38,59.38,63.13,64.38,74.38,86.88,96.25,96.25,98.75,117.50,131.25,135.00,116.25,126.88,133.13,138.13,147.50,.,.,.,.
"....Oriental Mindoro","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Oriental Mindoro","ONION RED CREOLE (BERMUDA RED), 1 KG",191.58,132.96,130.10,124.38,119.22,101.50,119.38,123.75,120.00,142.50,148.75,173.75,197.50,157.50,95.00,63.75,76.25,81.25,100.00,138.75,138.75,196.25,213.75,288.75,516.25,292.50,176.88,116.25,176.25,201.25,195.63,193.75,185.00,171.25,168.75,188.75,180.00,165.00,121.25,100.63,100.00,106.88,111.88,115.63,113.75,113.75,118.75,136.25,145.00,172.50,177.50,136.25,126.88,135.00,145.00,163.75,.,.,.,.
"....Oriental Mindoro","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Oriental Mindoro","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","ONION RED CREOLE (BERMUDA RED), 1 KG",143.42,106.92,111.03,108.97,100.75,104.86,110.00,125.00,125.00,140.00,153.75,193.75,238.75,167.50,138.75,126.88,107.50,120.00,123.75,140.00,156.25,207.50,237.50,313.75,377.50,375.00,197.50,172.50,201.25,206.25,205.00,206.25,205.00,195.00,198.75,225.63,208.75,182.50,152.50,152.50,145.00,146.25,138.75,141.25,145.00,138.75,140.00,142.50,150.00,160.00,183.75,168.75,167.50,166.25,163.75,167.50,.,.,.,.
"....Palawan","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Romblon","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Romblon","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Romblon","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Romblon","GINGER, LOOSE, 1 KG",105.71,93.45,117.44,118.46,100.08,95.49,120.00,111.88,111.88,120.00,127.50,127.50,135.00,127.50,126.25,115.63,119.38,116.88,116.88,129.38,123.75,122.50,121.25,126.25,136.25,135.00,135.00,135.00,135.00,126.25,126.25,127.50,127.50,132.50,128.75,131.25,131.25,132.50,125.00,127.50,130.63,130.00,187.50,187.50,168.75,161.25,175.00,167.50,170.00,157.50,157.50,153.75,172.50,161.25,176.25,178.75,.,.,.,.
"....City of Puerto Princesa","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Puerto Princesa","ONION RED CREOLE (BERMUDA RED), 1 KG",159.56,118.95,123.53,121.24,112.09,116.67,122.39,139.08,145.33,165.33,166.67,201.83,237.17,165.67,143.58,135.25,126.25,133.33,138.33,159.17,165.00,212.50,254.58,323.17,419.83,300.00,201.00,171.00,210.83,213.67,214.08,219.92,208.25,205.33,202.33,223.67,208.67,184.67,167.00,147.00,144.50,152.83,156.42,158.58,157.58,154.00,155.25,154.00,154.00,179.00,184.00,165.67,169.00,168.58,174.00,178.17,.,.,.,.
"....City of Puerto Princesa","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Puerto Princesa","GINGER, LOOSE, 1 KG",139.15,134.30,134.30,116.50,114.88,127.82,127.50,135.00,122.73,129.58,126.92,122.50,126.67,124.17,123.75,121.67,117.08,105.91,110.00,105.00,105.00,100.00,101.67,100.83,98.75,100.00,100.00,100.83,103.33,103.33,100.00,98.33,97.92,98.33,98.33,97.08,97.50,99.17,106.25,107.92,122.50,169.17,165.83,182.58,200.08,173.00,157.33,161.33,161.33,146.33,147.33,139.17,159.42,171.33,171.33,171.33,.,.,.,.
"..V - Bicol Region","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..V - Bicol Region","ONION RED CREOLE (BERMUDA RED), 1 KG",181.29,147.69,138.82,126.12,119.36,114.77,116.99,122.11,129.15,136.05,147.55,181.98,193.63,164.65,125.58,102.45,105.25,109.20,117.60,140.58,145.40,202.73,229.33,310.18,524.95,329.05,233.65,171.55,201.85,201.75,204.55,204.75,200.85,194.58,196.70,225.13,211.60,168.80,141.35,125.38,125.13,127.23,127.83,126.33,120.25,119.23,127.35,129.10,148.38,155.23,172.10,141.60,141.98,149.10,153.30,169.33,.,.,.,.
"..V - Bicol Region","ONION WHITE (YELLOW GRANEX), 1 KG",119.68,117.21,112.52,96.23,90.06,93.15,94.38,95.63,101.88,101.25,107.50,107.50,100.00,96.25,87.75,90.25,89.00,90.25,109.00,146.50,245.00,233.75,287.14,265.00,298.75,299.86,194.00,168.43,171.43,168.57,172.86,153.75,146.25,133.75,158.75,159.25,162.50,126.63,131.25,99.75,102.38,113.63,113.75,120.00,137.50,141.25,140.00,137.38,139.38,138.75,153.75,135.00,133.13,143.75,150.00,168.00,.,.,.,.
"..V - Bicol Region","GINGER, LOOSE, 1 KG",145.43,144.20,137.63,130.86,135.21,136.33,143.17,139.30,134.42,131.61,130.60,128.78,120.72,113.72,110.16,108.57,109.88,111.41,107.35,105.97,106.91,110.60,115.66,110.66,109.56,106.63,99.25,94.06,93.50,91.63,85.69,89.88,99.25,106.44,116.78,117.41,118.60,117.97,113.91,113.66,125.38,177.72,190.35,196.69,199.00,204.38,215.00,203.13,195.00,176.94,170.19,169.28,177.88,191.72,193.06,192.19,.,.,.,.
"....Albay","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Albay","ONION RED CREOLE (BERMUDA RED), 1 KG",137.32,121.71,125.50,108.91,108.91,111.30,103.00,112.50,131.88,136.88,148.75,172.50,187.25,153.50,124.75,104.88,111.00,104.88,124.75,142.25,155.25,213.50,229.00,308.38,504.75,247.25,196.13,148.63,179.25,187.25,192.25,187.25,181.00,167.88,174.63,217.88,202.50,152.50,111.00,114.50,109.75,117.50,111.50,111.25,109.25,109.75,117.25,114.75,141.88,163.75,163.75,116.00,121.13,127.50,133.75,155.63,.,.,.,.
"....Albay","ONION WHITE (YELLOW GRANEX), 1 KG",119.68,117.21,112.52,96.23,90.06,93.15,94.38,95.63,101.88,101.25,107.50,107.50,100.00,96.25,87.75,90.25,89.00,90.25,109.00,146.50,245.00,233.75,287.14,265.00,298.75,299.86,194.00,168.43,171.43,168.57,172.86,153.75,146.25,133.75,158.75,159.25,162.50,126.63,131.25,99.75,102.38,113.63,113.75,120.00,137.50,141.25,140.00,137.38,139.38,138.75,153.75,135.00,133.13,143.75,150.00,168.00,.,.,.,.
"....Albay","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Camarines Norte","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Camarines Norte","ONION RED CREOLE (BERMUDA RED), 1 KG",144.19,116.62,123.21,112.31,113.27,112.31,116.38,117.88,123.25,136.00,136.63,182.88,188.63,158.50,121.25,115.50,83.50,86.75,106.00,143.75,138.00,238.88,246.50,311.25,617.50,345.50,228.38,154.75,200.63,199.00,196.75,194.00,194.50,202.50,205.75,211.75,204.25,150.25,154.50,124.13,124.00,122.50,133.50,120.50,117.25,104.13,116.00,116.00,137.50,143.50,181.00,139.75,141.75,146.75,145.25,168.00,.,.,.,.
"....Camarines Norte","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Camarines Norte","GINGER, LOOSE, 1 KG",171.83,164.20,169.28,154.54,150.22,153.52,152.25,146.75,132.50,124.88,133.13,132.38,116.63,107.25,103.88,104.13,91.63,92.13,91.00,86.13,90.50,102.75,118.50,109.75,99.25,99.75,88.75,88.75,89.75,86.25,84.25,95.75,102.00,93.38,109.63,106.00,109.38,110.00,110.00,110.00,119.00,143.75,155.38,156.75,158.00,164.25,190.50,195.50,195.50,174.75,179.75,166.00,173.50,179.75,183.50,192.50,.,.,.,.
"....Camarines Sur","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Camarines Sur","ONION RED CREOLE (BERMUDA RED), 1 KG",163.25,126.21,137.18,127.58,112.49,104.26,109.75,117.25,122.50,126.13,148.00,189.13,217.25,171.88,141.88,93.13,125.50,116.88,123.50,143.13,155.00,183.75,257.38,356.88,518.75,352.50,268.75,199.38,243.13,225.00,232.50,222.50,220.00,196.25,185.63,229.75,190.00,148.75,127.50,113.38,116.88,128.63,127.88,133.63,129.75,134.75,132.25,134.75,173.75,165.75,170.75,164.75,159.50,172.50,180.00,192.38,.,.,.,.
"....Camarines Sur","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Camarines Sur","GINGER, LOOSE, 1 KG",130.48,135.92,135.92,138.64,146.79,141.35,145.43,145.43,133.50,141.63,139.75,137.25,123.50,116.00,116.00,119.38,132.13,132.75,126.50,126.50,125.25,126.50,134.50,134.50,136.25,133.75,136.25,133.75,127.25,118.25,90.00,96.25,106.25,129.25,138.75,149.88,142.50,137.50,134.38,130.88,160.00,183.38,189.75,205.00,219.25,254.50,253.25,239.50,234.50,191.75,189.75,189.25,209.25,232.13,237.50,226.25,.,.,.,.
"....Catanduanes","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Catanduanes","ONION RED CREOLE (BERMUDA RED), 1 KG",206.82,151.24,161.58,144.78,130.56,125.39,132.50,136.25,138.13,151.25,145.00,156.00,172.50,163.13,117.50,102.50,107.50,113.75,117.50,138.75,140.00,206.25,217.50,293.13,495.00,360.00,228.75,192.50,212.50,218.75,222.50,231.25,232.50,228.75,228.75,253.75,243.75,200.00,158.75,144.88,135.00,135.00,131.25,133.75,127.50,125.00,127.50,142.50,146.25,154.38,172.50,138.75,137.50,145.00,153.75,166.25,.,.,.,.
"....Catanduanes","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Catanduanes","GINGER, LOOSE, 1 KG",157.54,158.85,142.39,146.31,146.31,150.23,145.00,145.00,145.00,133.25,127.00,120.50,125.25,131.63,123.25,123.25,124.50,128.25,121.88,117.50,114.38,115.63,110.88,115.88,110.25,106.75,95.75,83.75,84.50,84.50,91.00,90.00,111.25,114.38,122.50,115.00,123.75,124.38,122.50,122.50,127.50,168.75,190.00,216.25,210.00,222.50,227.50,201.25,187.50,186.25,176.25,179.38,177.50,196.25,190.00,188.75,.,.,.,.
"....Masbate","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Masbate","ONION RED CREOLE (BERMUDA RED), 1 KG",254.88,222.68,146.62,137.03,131.55,120.59,123.33,126.67,130.00,130.00,159.38,209.38,202.50,176.25,122.50,96.25,98.75,123.75,116.25,135.00,138.75,171.25,196.25,281.25,488.75,340.00,246.25,162.50,173.75,178.75,178.75,188.75,176.25,177.50,188.75,212.50,217.50,192.50,155.00,130.00,140.00,132.50,135.00,132.50,117.50,122.50,143.75,137.50,142.50,148.75,172.50,148.75,150.00,153.75,153.75,164.38,.,.,.,.
"....Masbate","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Masbate","GINGER, LOOSE, 1 KG",121.88,117.82,102.92,83.96,97.50,100.21,130.00,120.00,126.67,126.67,122.50,125.00,117.50,100.00,97.50,87.50,91.25,92.50,90.00,93.75,97.50,97.50,98.75,82.50,92.50,86.25,76.25,70.00,72.50,77.50,77.50,77.50,77.50,88.75,96.25,98.75,98.75,100.00,88.75,91.25,95.00,215.00,226.25,208.75,208.75,176.25,188.75,176.25,162.50,155.00,135.00,142.50,151.25,158.75,161.25,161.25,.,.,.,.
